artist_name,track_name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Sergei Rachmaninoff,"Piano Concerto No.2 in C minor, Op.18: 2. Adagio sostenuto",41,0.983,0.154,0.0573,0.93,E,0.0552,-24.883,Major,0.0352,90.05,0.0384,Classical
Ignacy Jan Paderewski,"Piano Concerto in A Minor, Op. 17: II. Romanza: Andante",37,0.989,0.282,0.0246,0.871,C,0.0866,-25.913,Major,0.0386,110.965,0.0384,Classical
Eric Whitacre,The Seal Lullaby (version for wind ensemble),24,0.976,0.126,0.111,0.918,D#,0.732,-20.578,Major,0.0387,61.198,0.0385,Classical
Anton Bruckner,"Aequali No. 1, WAB 114",31,0.993,0.162,0.0023,0.931,C,0.0565,-31.81,Minor,0.0398,69.154,0.0385,Classical
Frédéric Chopin,"Deux Nocturnes, Op.62: 1. Nocturne In B (Andante)",28,0.991,0.276,0.0188,0.857,B,0.106,-32.458,Major,0.0506,71.08,0.0385,Classical
Astor Piazzolla,Five Tango Sensations: Asleep - Dreaming,38,0.851,0.149,0.0215,0.0046,A,0.156,-26.044,Minor,0.0396,72.568,0.0385,Classical
Vladimir Ashkenazy,"Piano Concerto No.2 in G Major, Op. 44: II. Andante non troppo",38,0.953,0.129,0.104,0.805,D,0.243,-22.69,Major,0.0527,73.329,0.0385,Classical
Edward Elgar,"Variations on an Original Theme, Op. 36, ""Enigma"": Theme - Andante",27,0.967,0.143,0.0089,0.622,G,0.113,-34.774,Minor,0.0437,90.514,0.0385,Classical
Johannes Brahms,"Symphony No.3 in F, Op. 90 : 3. Poco allegretto",32,0.98,0.168,0.0343,0.897,C,0.12,-27.884,Minor,0.0433,111.333,0.0385,Classical
Richard Strauss,"Morgen!, Op. 27 No. 4",44,0.984,0.27,0.0189,0.0042,G,0.0883,-29.784,Major,0.0489,127.935,0.0385,Classical
Igor Stravinsky,L'Oiseau de Feu (The Firebird): Berceuse (l'Oiseau de feu) - Excerpt 1910 Version,30,0.926,0.2,0.0112,0.954,G#,0.108,-30.959,Minor,0.0394,59.817,0.0386,Classical
Hildur Guðnadóttir,Bær,50,0.941,0.148,0.07,0.883,E,0.153,-19.721,Minor,0.046,75.46,0.0386,Jazz
Wolfgang Amadeus Mozart,"Requiem, K. 626: IV. Hostias",16,0.989,0.0756,0.178,0.907,A#,0.11,-17.916,Major,0.0366,77.468,0.0386,Classical
Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 1 ""Le songe d’Hérode"": Ô mon cher fils",5,0.97,0.191,0.0573,0.322,G#,0.104,-26.34,Major,0.0447,93.443,0.0386,Classical
Howard Shore,Protector of the Common Folk,24,0.907,0.249,0.0773,0.893,C,0.0954,-22.298,Minor,0.037,111.181,0.0386,Classical
Franz Liszt,"En rêve, nocturne, S. 207",57,0.983,0.29,0.0077,0.921,B,0.0787,-38.933,Major,0.0434,135.607,0.0386,Classical
Jules Massenet,"Thaïs / Act 2: Méditation (Arr. for Violin and Piano by Martin Marsick, Adapted for Cello and Piano by Mischa Maisky)",33,0.953,0.0833,0.0851,0.925,D,0.0928,-20.89,Major,0.0448,69.51,0.0387,Classical
Johannes Brahms,"Symphony No.4 In E Minor, Op.98: 2. Andante moderato",24,0.979,0.109,0.0606,0.894,E,0.104,-19.235,Major,0.0421,69.859,0.0387,Classical
Claude Debussy,"Préludes, Livre 2, L. 123: 1. Brouillards",28,0.993,0.27,0.0291,0.862,G,0.177,-27.887,Major,0.0416,78.817,0.0387,Classical
Jacques Offenbach,"Les contes d'Hoffmann, Epilogue: Des cendres de ton coeur, réchauffe ton génie (Live)",0,0.954,0.118,0.124,0.0238,A,0.667,-29.792,Major,0.0788,80.778,0.0387,Classical
empty_field,Angel's Egg: Prelude,28,0.992,0.418,0.0125,0.8,E,0.0538,-31.132,Minor,0.0722,107.565,0.0387,Classical
Majid Jordan,My Imagination (feat. dvsn),50,0.0186,0.695,0.545,0.128,C,0.104,-10.836,Major,0.0506,129.001,0.0387,Alternative
Nikolai Rimsky-Korsakov,"Rimsky Korsakov: Scheherazade, Op. 35: II. The Story of the Kalender Prince (Opening)",38,0.974,0.176,0.0317,0.718,B,0.353,-24.978,Minor,0.0448,145.834,0.0387,Classical
Chucho Valdés,Chopin: Prelude In E-Minor,40,0.991,0.295,0.113,0.871,A,0.215,-23.004,Minor,0.0357,66.082,0.0388,Jazz
Franz Schubert,"Piano Sonata No.21 in B flat, D.960: 2. Andante sostenuto",26,0.991,0.22,0.0021,0.867,C#,0.0979,-36.736,Minor,0.0561,68.774,0.0388,Classical
Lang Lang,Morning Tears,28,0.982,0.0895,0.0016,0.902,D#,0.0908,-36.871,Minor,0.0475,70.212,0.0388,Classical
Howard Shore,Cirith Ungol,39,0.888,0.14,0.0521,0.979,C,0.12,-27.357,Major,0.0381,75.979,0.0388,Classical
George Frideric Handel,"Rinaldo, HWV 7a / Act 2: ""Lascia ch'io pianga""",45,0.979,0.207,0.0664,0.0125,E,0.138,-23.851,Major,0.0624,79.38,0.0388,Classical
Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. III, Scène IX - Air de Faust. ""Merci, doux crépuscule!""",0,0.949,0.218,0.0279,0.0013,F,0.0535,-29.977,Major,0.0422,89.18,0.0388,Classical
Pyotr Ilyich Tchaikovsky,"String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile",34,0.965,0.176,0.0115,0.335,A#,0.157,-32.543,Major,0.0531,118.336,0.0388,Classical
Jamie N Commons,All Along The Watchtower - Alex Da Kid Remix,30,0.104,0.251,0.518,0.0078,G,0.318,-9.161,Minor,0.0455,185.639,0.0388,Blues
Frédéric Chopin,"Étude No. 3 in E Major, Op. 10: III. Tristesse",41,0.995,0.4,0.0577,0.923,E,0.0677,-22.591,Major,0.0579,71.753,0.0389,Classical
Sergei Prokofiev,"Romeo and Juliet, Op. 64 (Excerpts): Act III, Scene 1, No. 39: Farewell before the Parting",22,0.91,0.107,0.0331,0.69,C,0.166,-30.047,Major,0.0389,82.977,0.0389,Classical
Angelo Badalamenti,Theme From Twin Peaks-Fire Walk With Me,36,0.743,0.24,0.033,0.0082,F,0.111,-19.838,Minor,0.0327,97.63,0.0389,Jazz
The Prodigy,Give Me a Signal (feat. Barns Courtney),51,0.0832,0.351,0.941,0.0038,F,0.12,-6.466,Major,0.228,128.023,0.0389,Electronic
Johannes Brahms,"Violin Sonata No. 3 in D Minor, Op. 108: II. Adagio",33,0.958,0.103,0.0477,0.226,D,0.0914,-24.094,Major,0.0455,171.918,0.0389,Classical
empty_field,Mandy Love Theme,48,0.901,0.182,0.107,0.898,G,0.0983,-21.873,Major,0.0385,64.581,0.039,Classical
Wolfgang Amadeus Mozart,"Serenade in B Flat, K. 361 ""Gran partita"" : 3. Adagio",24,0.992,0.114,0.0266,0.872,D#,0.113,-27.023,Major,0.0412,68.42,0.039,Classical
Gabriel Fauré,"Cantique de Jean Racine, Op. 11",38,0.983,0.134,0.0241,0.612,C#,0.127,-28.635,Major,0.0464,76.266,0.039,Classical
Giuseppe Verdi,"Rigoletto / Act 1: ""Gualtier Maldè...Caro nome""",37,0.974,0.251,0.0486,0.153,E,0.0681,-26.658,Major,0.0862,76.447,0.039,Classical
empty_field,Serenade,37,0.948,0.105,0.0355,0.965,C,0.0956,-25.317,Major,0.0393,91.169,0.039,Classical
Franz Schubert,"Sonate pour arpeggione [violoncelle] et piano en la mineur, D. 821: II. Adagio",44,0.991,0.122,0.0269,0.939,E,0.207,-26.932,Major,0.0464,91.455,0.039,Classical
Wolfgang Amadeus Mozart,"String Quartet No. 3 in G Major, K. 156: IV. Adagio (Original Second Movement)",23,0.953,0.196,0.103,0.87,E,0.148,-20.403,Minor,0.0395,97.58,0.039,Classical
Goodbye June,Darlin',47,0.195,0.302,0.33,0.0002,D#,0.131,-9.184,Major,0.0292,98.449,0.039,Blues
Franz Schubert,"Impromptus, Op. 90, D. 899: Impromptu No. 4 in A-Flat Major",34,0.987,0.353,0.0432,0.905,G#,0.155,-22.857,Major,0.0356,65.836,0.0391,Classical
Huelgas Ensemble,"Dos estrellas le seguen (romance a 2,3 & 4)",37,0.977,0.216,0.031,0.002,D,0.275,-24.502,Major,0.0488,71.564,0.0391,Classical
Nobuo Uematsu,Final Fantasy X (Piano Concerto): I. Zanarkand,34,0.958,0.141,0.0734,0.917,C#,0.0522,-22.842,Major,0.0387,72.531,0.0391,Classical
Wolfgang Amadeus Mozart,"Masonic Funeral Music, K. 477",20,0.966,0.16,0.119,0.879,C,0.107,-18.457,Minor,0.0409,101.243,0.0391,Classical
Unders,Collecting Stories,39,0.0007,0.67,0.762,0.882,F#,0.147,-11.474,Major,0.0389,118.995,0.0391,Electronic
David Hohme,Without Doubt - Rodriguez Jr. Remix,33,0.0658,0.653,0.595,0.904,D,0.111,-10.291,Major,0.0336,123.999,0.0391,Electronic
Arthur Rubinstein,Liebestraum No3 Op. 62 S541,34,0.991,0.43,0.0626,0.904,G#,0.0855,-16.238,Major,0.0426,125.181,0.0391,Classical
Dmitri Shostakovich,Piano Concerto No. 2 Op. 102 in F Major: II. Andante,48,0.983,0.186,0.0023,0.945,C,0.0718,-38.863,Minor,0.0424,78.426,0.0392,Classical
Tomás Luis de Victoria,O Magnum Mysterium,29,0.995,0.0786,0.0609,0.0104,F,0.106,-24.484,Minor,0.0436,78.44,0.0392,Classical
Antonín Dvořák,"Violin Concerto in A Minor, Op. 53, B. 108: II. Adagio ma non troppo",0,0.971,0.108,0.0969,0.659,F,0.0902,-22.114,Major,0.0408,81.025,0.0392,Classical
Franz Joseph Haydn,"String Quartet No. 53 in D Major, Op. 64, No. 5, Hob.III:63, ""The Lark"": II. Adagio - Cantabile",40,0.983,0.111,0.0597,0.522,A,0.12,-25.472,Major,0.0523,82.756,0.0392,Classical
Dmitri Shostakovich,"Symphony No. 5 in D Minor, Op. 50: IV Allegro Non Troppo",12,0.917,0.25,0.162,0.89,A#,0.762,-17.828,Major,0.0407,105.2,0.0392,Classical
Ólafur Arnalds,Eyes Shut - Nocturne in C Minor,36,0.963,0.214,0.025,0.934,C,0.0945,-25.025,Minor,0.0405,106.042,0.0392,Classical
Snorri Hallgrímsson,Still Life - Instrumental Version,26,0.973,0.18,0.0596,0.974,F,0.0858,-23.017,Minor,0.0371,111.971,0.0392,Classical
Bonobo,Migration,56,0.763,0.561,0.565,0.948,C#,0.166,-12.374,Major,0.0373,122.072,0.0392,Electronic
Sergei Prokofiev,"Peter and the Wolf, Op. 67: The Duck is Caught",25,0.86,0.287,0.0211,0.823,G#,0.0815,-25.588,Major,0.0501,125.495,0.0392,Classical
Johann Sebastian Bach,"Cantata ""Christ lag in Todesbanden"", BWV 4: 2. Versus 2: Duetto (Soprano, Alto)",40,0.992,0.108,0.0346,0.006,E,0.0993,-21.271,Minor,0.044,57.755,0.0393,Classical
Ludwig van Beethoven,"Missa solemnis, Op. 123: Agnus Dei. Adagio (Live)",14,0.978,0.0977,0.121,0.0328,B,0.0727,-23.341,Minor,0.0419,61.606,0.0393,Classical
Wolfgang Amadeus Mozart,"Serenade in B flat, K.361 ""Gran partita"": 3. Adagio",24,0.991,0.154,0.0384,0.902,D#,0.109,-26.909,Major,0.0405,68.199,0.0393,Classical
Jules Massenet,Méditation de Thaïs,31,0.977,0.0677,0.0708,0.914,E,0.107,-25.522,Minor,0.0517,69.547,0.0393,Classical
John Rutter,All Bells in Paradise,37,0.94,0.084,0.128,0.0851,D,0.212,-25.912,Major,0.0531,72.024,0.0393,Classical
Erik Satie,Gnossiennes: n° 4,33,0.994,0.203,0.0257,0.895,A,0.0839,-30.497,Minor,0.0484,80.258,0.0393,Classical
Sergei Rachmaninoff,"Cello Sonata in G Minor, Op. 19: III. Andante",34,0.987,0.176,0.015,0.86,D#,0.0635,-26.949,Major,0.0373,90.11,0.0393,Classical
Machine Gun Kelly,Young Man,53,0.0573,0.84,0.344,0.313,F,0.0845,-8.75,Major,0.0818,109.988,0.0393,Hip-Hop
FC Kahuna,Hayling,46,0.532,0.56,0.305,0.0078,F,0.665,-9.369,Major,0.0278,139.953,0.0393,Electronic
Michael Haydn,"Missa Tempore Quadragesimae, MH 553: Agnus Dei",32,0.988,0.225,0.0863,0.0654,F#,0.108,-19.298,Minor,0.0465,141.046,0.0393,Classical
Arcangelo Corelli,"Sonata in D Major, No. 1: I. Grave - Allegro",35,0.957,0.201,0.115,0.151,G#,0.108,-15.789,Major,0.0406,147.055,0.0393,Classical
3LAU,Arcana,42,0.0027,0.483,0.898,0.944,E,0.136,-5.623,Minor,0.0406,149.991,0.0393,Electronic
Giacomo Puccini,"Manon Lescaut / Act 4: ""Sola perduta, abbandonata""",39,0.933,0.177,0.0653,0.0807,A#,0.0781,-21.869,Minor,0.0499,171.61,0.0393,Classical
Frédéric Chopin,"Mazurka in A Minor, Op. 17 No. 4",37,0.991,0.157,0.003,0.852,A,0.0866,-42.117,Minor,0.0405,172.639,0.0393,Classical
Flying Lotus,Phantasm,28,0.705,0.406,0.74,0.82,A,0.174,-8.395,Minor,0.0848,62.732,0.0394,Electronic
Bill Evans,What Are You Doing The Rest Of Your Life?,44,0.993,0.322,0.14,0.939,A,0.104,-16.736,Minor,0.033,65.419,0.0394,Jazz
Jean-Yves Thibaudet,Impromptu In G Flat D899 No.3: Andante,42,0.994,0.282,0.0221,0.93,F#,0.11,-27.283,Major,0.0349,65.699,0.0394,Classical
Franz Schubert,"Ständchen, S. 560 (from Schwanengesang, D. 957)",29,0.994,0.236,0.0085,0.856,D,0.079,-30.979,Major,0.0485,71.185,0.0394,Classical
Maurice Ravel,「鏡」より 第1曲:蛾,45,0.99,0.307,0.0595,0.883,F,0.368,-26.442,Major,0.0365,72.898,0.0394,Classical
Renée Fleming,You'll Never Walk Alone,27,0.984,0.271,0.245,0.276,C,0.149,-10.912,Major,0.0456,78.639,0.0394,Classical
Ola Gjeilo,The Ground,37,0.982,0.138,0.124,0.943,D#,0.103,-18.018,Major,0.0326,81.325,0.0394,Classical
John Corigliano,Fancy on a Bach Air,29,0.977,0.12,0.126,0.617,G,0.0795,-23.158,Major,0.0468,82.932,0.0394,Classical
Franz Schubert,II. Adagio,5,0.91,0.154,0.0556,0.627,F#,0.131,-20.387,Minor,0.0467,84.38,0.0394,Classical
Antonín Dvořák,"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto",37,0.848,0.127,0.0832,0.928,A,0.0883,-21.154,Major,0.0382,90.955,0.0394,Classical
Gabriel Fauré,"Fauré : Élégie in C minor, Op.24",42,0.97,0.131,0.0345,0.894,G#,0.0778,-24.621,Major,0.0421,92.484,0.0394,Classical
Camille Saint-Saëns,Le Cygne,55,0.98,0.121,0.0579,0.898,G,0.11,-26.618,Major,0.0427,95.557,0.0394,Classical
Kelsey Lu,Due West - Skrillex Remix,54,0.17,0.713,0.639,0.002,A,0.352,-8.404,Major,0.0448,103.986,0.0394,Alternative
Melody Gardot,My One And Only Thrill,35,0.953,0.271,0.135,0.146,C,0.114,-15.307,Major,0.0345,108.844,0.0394,Jazz
Philip Glass,Mad Rush,42,0.984,0.188,0.0376,0.923,F,0.0801,-24.388,Major,0.0431,114.23,0.0394,Classical
Moderat,No. 22,41,0.0391,0.614,0.531,0.826,B,0.267,-13.331,Minor,0.0518,138.045,0.0394,Electronic
Datsik,Firepower,34,0.0007,0.467,0.83,0.0172,G#,0.406,-5.197,Major,0.0574,140.028,0.0394,Electronic
Jóhann Jóhannsson,De Luce Et Umbra,41,0.154,0.0906,0.17,0.777,E,0.127,-20.966,Minor,0.038,165.99,0.0394,Classical
Wolfgang Amadeus Mozart,"Concerto in A Major for Clarinet and Orchestra, K. 622: II. Adagio",24,0.981,0.0856,0.0335,0.486,D,0.102,-23.9,Major,0.0347,173.919,0.0394,Classical
Leonard Bernstein,"Mass: No. 2, Hymn & Psalm. A Simple Song (Arr. For Voice, Flute, Electric Guitar, Harp & Organ)",33,0.926,0.213,0.039,0.0899,D#,0.105,-23.124,Major,0.043,66.795,0.0395,Classical
Tigran Hamasyan,Rays of Light,37,0.986,0.311,0.0287,0.904,G,0.0823,-26.602,Minor,0.0339,68.043,0.0395,Jazz
Frédéric Chopin,"Préludes, Op. 28, No. 15 in D-Flat Major: Prélude, Op. 28 No. 15 in D-Flat Major",30,0.995,0.317,0.0156,0.888,C#,0.0661,-26.996,Major,0.0525,70.137,0.0395,Classical
Franz Liszt,"Consolations, S172/R12: No. 2. Un poco piu mosso",45,0.992,0.28,0.0058,0.795,B,0.0613,-36.734,Major,0.0493,75.931,0.0395,Classical
Pyotr Ilyich Tchaikovsky,"Pique dame, Op. 68, TH 10, Act III: Act III Scene 6: Uzh polnoch blizitsya - Akh! Istomilas ya gorem (Lisa)",31,0.985,0.258,0.129,0.0002,A,0.682,-20.432,Minor,0.0557,78.61,0.0395,Classical
Osvaldo Golijov,Omaramor For Solo Cello,24,0.954,0.231,0.0586,0.499,D,0.0874,-22.893,Major,0.05,79.251,0.0395,Classical
Ralph Vaughan Williams,Williams: The Lark Ascending,30,0.943,0.119,0.0203,0.335,E,0.061,-31.438,Minor,0.0516,79.887,0.0395,Classical
Philip Glass,Violin Concerto: II. --,36,0.884,0.0788,0.104,0.0296,C,0.0607,-22.179,Minor,0.0484,80.263,0.0395,Classical
Thom Yorke,An Audition,33,0.0147,0.198,0.397,0.513,D#,0.121,-13.971,Major,0.0429,86.788,0.0395,Electronic
Alfa Mist,Breathe,46,0.585,0.332,0.285,0.28,A,0.0837,-13.385,Minor,0.0307,99.765,0.0395,Jazz
Camille Saint-Saëns,The Swan from Carnival of the Animals,29,0.993,0.174,0.0208,0.91,G,0.0715,-30.033,Major,0.0455,118.436,0.0395,Classical
Hooverphonic,Someone,28,0.109,0.497,0.473,0.927,G#,0.306,-9.488,Major,0.031,124.788,0.0395,Electronic
empty_field,South Of Heaven,52,0.0002,0.314,0.991,0.0477,F,0.0968,-3.867,Minor,0.318,138.975,0.0395,Alternative
Champagne Drip,Of Course I Still Love You,38,0.0127,0.488,0.65,0.0121,C,0.0661,-6.163,Major,0.0564,140,0.0395,Electronic
Rae Sremmurd,CLOSE (feat. Travis Scott) - From SR3MM,70,0.104,0.691,0.736,0,C,0.111,-4.993,Major,0.0321,140.034,0.0395,Rap
Rae Sremmurd,CLOSE (feat. Travis Scott) - From SR3MM,70,0.104,0.691,0.736,0,C,0.111,-4.993,Major,0.0321,140.034,0.0395,Hip-Hop
Ralph Vaughan Williams,Hymn Tune Prelude on Song 13 by Orlando Gibbons (arr. for string orchestra),38,0.981,0.146,0.0158,0.982,E,0.104,-32.746,Minor,0.0435,70.934,0.0396,Classical
Sergei Prokofiev,"Romeo and Juliet, Op.64 : 19. Balcony scene",25,0.861,0.104,0.0262,0.456,C#,0.113,-22.246,Major,0.0372,75.415,0.0396,Classical
César Franck,"Sonata for Cello and Piano in A Major, FWV 8: I. Allegretto ben moderato",40,0.988,0.181,0.0639,0.904,F#,0.124,-20.17,Minor,0.0457,76.335,0.0396,Classical
Percy Grainger,Irish Tune from County Derry,38,0.988,0.0709,0.0255,0.898,F,0.098,-22.677,Major,0.0414,77.388,0.0396,Classical
Ernst Krenek,"Trio Fantasie, Op. 63: I. Andante sostenuto",28,0.967,0.201,0.0449,0.303,G#,0.362,-20.958,Major,0.0424,82.904,0.0396,Classical
Liquid Stranger,Swollen Beasts,37,0.0387,0.473,0.578,0.52,G#,0.113,-8.305,Major,0.0659,111.902,0.0396,Electronic
Upchurch,Cowboy,55,0.118,0.813,0.483,0.0029,C,0.379,-12.74,Major,0.0367,120.046,0.0396,Country
Eric Whitacre,October,38,0.972,0.16,0.144,0.862,C#,0.0558,-16.172,Major,0.0393,132.408,0.0396,Classical
Vladimir Horowitz,"Etude-fantasie in E-Flat Major, Op. 4, ""Les Vagues""",32,0.99,0.257,0.121,0.904,G,0.145,-25.094,Minor,0.0388,66.695,0.0397,Classical
Frédéric Chopin,"Chopin: Ballade No. 1 in G Minor, Op. 23: (Largo - Moderato - Meno mosso - Presto con fuoco)",58,0.993,0.215,0.245,0.892,G,0.109,-14.514,Minor,0.0426,69.561,0.0397,Classical
Frédéric Chopin,"Chopin: Mazurka in A Minor, Op. 17 No. 4",35,0.995,0.34,0.0572,0.863,A,0.0754,-24.712,Minor,0.0436,69.904,0.0397,Classical
Arthur Rubinstein,Preludes Op.28 Nos. 1 4 10 21 24,20,0.972,0.281,0.0802,0.898,D,0.0958,-21.908,Minor,0.0431,70.96,0.0397,Classical
Arthur Rubinstein,"Preludes Op.28 Nos. 1,4,10,21,24",43,0.972,0.281,0.0802,0.898,D,0.0958,-21.908,Minor,0.0431,70.96,0.0397,Classical
Johannes Brahms,"Symphony No. 4 in E Minor, Op. 98: IV. Allegro energico e passionato - Più allegro",0,0.968,0.173,0.12,0.85,E,0.0745,-15.94,Minor,0.0402,78.535,0.0397,Classical
Benjamin Britten,"Songs from ""Friday Afternoons"", Op.7: Old Abram Brown",25,0.986,0.376,0.0422,0.0017,C,0.0682,-20.807,Major,0.042,122.565,0.0397,Classical
Ludwig van Beethoven,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",0,0.861,0.25,0.021,0.0356,E,0.249,-25.008,Minor,0.0385,123.736,0.0397,Classical
Alexander Scriabin,"Etude in C-Sharp Minor, Op. 42, No. 5",34,0.988,0.352,0.38,0.882,A,0.103,-14.878,Major,0.0404,130.423,0.0397,Classical
Tangerine Dream,Cloudburst Flight - 1995 Remaster,38,0.0699,0.389,0.575,0.804,E,0.0755,-10.567,Minor,0.0377,138.369,0.0397,Electronic
Virtual Riot,Disintegrate,34,0.0292,0.619,0.721,0.892,A,0.208,-8.299,Minor,0.0558,140.114,0.0397,Electronic
Daft Punk,End of Line,49,0.0005,0.354,0.449,0.778,A,0.344,-11.353,Major,0.03,195.983,0.0397,Electronic
Alexis Weissenberg,"Suite bergamasque, L.75: 3. Clair de lune",31,0.992,0.381,0.0297,0.951,C#,0.0975,-24.149,Major,0.0447,64.672,0.0398,Classical
Sergei Rachmaninoff,"Prelude in B Minor, Op. 32, No. 10 - Live at Philharmonie, Berlin / 2018",33,0.995,0.276,0.0398,0.89,E,0.0906,-20.424,Minor,0.0504,70.979,0.0398,Classical
Frederick Delius,Air and Dance,30,0.861,0.0744,0.0963,0.901,A,0.0667,-22.683,Minor,0.0419,74.359,0.0398,Classical
Hammock,Maybe They Will Sing for Us Tomorrow,65,0.685,0.114,0.241,0.916,C,0.0501,-15.954,Major,0.0462,77.945,0.0398,Rock
Ludwig van Beethoven,"Violin Concerto in D, Op.61: 2. Larghetto",24,0.902,0.148,0.0799,0.561,G,0.113,-27.348,Major,0.0459,83.521,0.0398,Classical
Wolfgang Amadeus Mozart,"Requiem, K. 626: Lacrimosa dies illa",33,0.99,0.174,0.2,0.952,G,0.176,-14.482,Minor,0.0352,95.555,0.0398,Classical
Frédéric Chopin,Chopin : Cello Sonata in G minor Op.65 : III Largo,31,0.988,0.176,0.0258,0.914,A#,0.107,-27.592,Major,0.0391,100.181,0.0398,Classical
Gabriel Fauré,"Pavane, Op. 50 (Arr. for Saxophone and Orchestra)",36,0.97,0.174,0.122,0.895,F#,0.102,-16.03,Minor,0.0401,117.352,0.0398,Classical
Balmorhea,Sky Could Undress,56,0.861,0.422,0.204,0.931,A,0.105,-16.071,Major,0.0318,146.612,0.0398,Rock
Scott Joplin,Bethena: A Concert Waltz,40,0.995,0.441,0.0329,0.88,G,0.105,-28.58,Major,0.0648,63.147,0.0399,Classical
Wolfmother,Mind's Eye,33,0.223,0.17,0.613,0.0012,A,0.0958,-4.924,Minor,0.0375,63.655,0.0399,Blues
Jóhann Jóhannsson,They Leave Everything Behind,29,0.905,0.218,0.228,0.923,B,0.1,-23.047,Minor,0.0465,65.985,0.0399,Classical
Maurice Ravel,"Pavane pour une infante défunte, M. 19",0,0.973,0.173,0.0893,0.942,G,0.13,-26.387,Major,0.0383,74.082,0.0399,Classical
Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act II: Ecco il punto",0,0.985,0.364,0.0293,0,G,0.0927,-27.581,Minor,0.0543,79.904,0.0399,Classical
Michael Tippett,Concerto for Piano and Orchestra: II. Molto lente e tranquillo,34,0.933,0.226,0.0604,0.902,C#,0.0744,-29.584,Minor,0.0437,129.17,0.0399,Classical
Ghostemane,Trench Coat,58,0.26,0.851,0.634,0.882,B,0.0766,-8.672,Minor,0.196,135.017,0.0399,Rap
Hugo Wolf,"Wolf: Italienisches Liederbuch: No. 20, ""Mein Liebster singt am Haus"" (Live)",29,0.98,0.33,0.0574,0.0016,G,0.123,-25.76,Minor,0.0529,64.303,0.04,Classical
Sergei Rachmaninoff,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro ma non tanto",33,0.983,0.177,0.0804,0.902,A#,0.0742,-23.088,Major,0.0362,69.055,0.04,Classical
Wolfgang Amadeus Mozart,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": II. Andante cantabile (Live)",29,0.965,0.0965,0.0206,0.843,F,0.0877,-27.968,Major,0.0494,79.601,0.04,Classical
Mirella Freni,La Traviata (Oper in 3 Akten),33,0.973,0.258,0.156,0.0005,C#,0.146,-16.063,Major,0.0596,80.628,0.04,Classical
Giacomo Puccini,"La Bohème, Act I: O soave fanciulla (Rodolfo/Marcello/Mimì)",35,0.97,0.155,0.128,0.0965,C,0.0862,-19.119,Major,0.041,82.848,0.04,Classical
Frédéric Chopin,"Chopin: Piano Concerto No.1 In E Minor, Op.11 - 2. Romance (Larghetto)",43,0.992,0.196,0.085,0.917,E,0.0814,-21.657,Major,0.0374,87.12,0.04,Classical
Machine Gun Kelly,SIGNS (Feat. 24hrs),53,0.0251,0.823,0.513,0,C#,0.0979,-6.382,Major,0.0414,104.992,0.04,Hip-Hop
Ólafur Arnalds,ypsilon,50,0.988,0.36,0.158,0.927,F#,0.104,-24.235,Minor,0.0359,133.346,0.04,Classical
Night Lovell,PINK WITCH / LESSON,56,0.0446,0.599,0.509,0.0037,A#,0.146,-5.895,Major,0.148,134.966,0.04,Hip-Hop
Antonín Dvořák,"Rusalka, Op. 114, B. 203, Act I: Mesícku na nebi hlubokém (Live)",0,0.978,0.244,0.0348,0.0013,F#,0.62,-25.701,Major,0.0501,137.922,0.04,Classical
Yo-Yo Ma,Kuai Le,22,0.795,0.203,0.295,0.0239,D,0.309,-12.56,Major,0.0407,147.055,0.04,Classical
Ralph Vaughan Williams,The Lark Ascending - Romance for Violin and Orchestra,30,0.884,0.104,0.0377,0.514,E,0.0672,-27.886,Minor,0.0493,80.22,0.0401,Classical
John Rutter,"The Gift of Life: No. 2, The Tree of Life",33,0.986,0.1,0.0346,0.0014,A,0.0483,-27.761,Major,0.0495,84.115,0.0404,Classical
Imrat Khan,Rag Miya Ki Todi,26,0.754,0.286,0.0449,0.0338,A,0.0447,-28.248,Major,0.041,125.945,0.0404,Classical
Johann Sebastian Bach,"Bach, JS: St John Passion, BWV 245, Part 2: No. 35 ""Zerfliesse, mein Herze"" (Soprano)",41,0.985,0.26,0.0284,0.0517,E,0.121,-25.583,Minor,0.0416,62.507,0.0406,Classical
Edward Elgar,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",36,0.954,0.092,0.114,0.541,E,0.122,-21.167,Minor,0.0442,84.632,0.0407,Classical
Frédéric Chopin,"Nocturnes, Op. 9: No. 1 in B flat major. Larghetto",41,0.992,0.325,0.0108,0.897,A#,0.0888,-29.025,Minor,0.0381,72.487,0.0408,Classical
Franz Liszt,Première année: Suisse S.160: II.Au lac de Wallenstadt,34,0.994,0.292,0.0076,0.928,G#,0.159,-35.352,Major,0.0351,70.707,0.0409,Classical
